"AT_ID","DIVISION","YEAR","DEPARTURE_AIRPORT","STOPOVER_1","STOPOVER_2","ARRIVAL_AIRPORT","JOURNEY_TYPE","FLIGHT_CLASS","PASSENGER_TYPE","TRAVEL_REASON_1","TRAVEL_REASON_2","REMARKS","DISTANCE_KM","EMISSIONS_KGCO2EQ"
830,"RemoteSensing",2020,"ZRH ","FRA",,"ADD","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",5730,1412
831,"RemoteSensing",2020,"DEL","WAW",,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",12802,3119
832,"RemoteSensing",2020,"STR",,,"ZRH","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",195,34
833,"RemoteSensing",2020,"IAD",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",13438,2782
834,"RemoteSensing",2020,"YVR","LHR",,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",16920,4350
835,"GIScience",2020,"VIE",,,"ZRH","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,654,136
836,"GIScience",2020,"ZRH",,,"BRU","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,533,132
837,"GIScience",2020,"BEG",,,"ZRH","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,2002,460
838,"GIScience",2020,"CGN",,,"ZRH","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,443,102
839,"GIScience",2020,"LRH",,,"ZRH","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,820,201
840,"HumanGeography",2020,"ZRH","DXB",,"CMB","Hin- und Rückflug","Economy","ProfessorIn","Feldarbeit/Exkursion","Projektmeeting",,16306,3879
841,"HumanGeography",2020,"ZRH","MAD",,"BOG","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,18724,4454
842,"HumanGeography",2020,"LCY",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)","Workshop",,1616,457
843,"HumanGeography",2020,"ZRH",,,"CPH","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,2022,444
844,"HumanGeography",2020,"MAD",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2572,519
845,"HumanGeography",2020,"ZRH",,,"JFK","Hin- und Rückflug","Economy","ProfessorIn","Workshop",,,12710,3026
846,"PhysicalGeography",2020,"ZRH",,,"YUL","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,12084,3179
847,"PhysicalGeography",2020,"ZRH",,,"SFO","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Konferenz",,,9421,2853
848,"PhysicalGeography",2020,"SFO","NYC",,"EDI","one-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Konferenz","Workshop",,9483,2308
849,"PhysicalGeography",2020,"ZRH","FRA ",,"BOG","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,18930,4882
850,"PhysicalGeography",2020,"ZRH","FRA ",,"BOG","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,18930,4882
851,"PhysicalGeography",2020,"LIM",,,"AYP","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,"Ayacucho Peru ",388,82
852,"PhysicalGeography",2020,"ZRH","MAD",,"LIM","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion","Projektmeeting",,21710,5272
853,"PhysicalGeography",2020,"BLR",,,"KTM","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting","Feldarbeit/Exkursion",,3758,862
854,"PhysicalGeography",2020,"ZRH",,,"LIS","Hin- und Rückflug","Economy","ProfessorIn","Feldarbeit/Exkursion",,,3540,717
855,"PhysicalGeography",2020,"ZRH",,,"LIS","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,3540,717
